ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_HORASSEMANATRABAJA,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CARACTER,COLE_AREA_UBICACION,PUNT_MATEMATICAS,PUNT_INGLES,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,PUNT_GLOBAL
F,CAUCA,Secundaria (Bachillerato) completa,Primaria completa,Estrato 3,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,COMPLETA,MIXTO,OFICIAL,TÉCNICO,URBANO,36.0,30.0,40.0,33.0,35.0,178.0
M,CHOCO,Primaria incompleta,Secundaria (Bachillerato) incompleta,Sin Estrato,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,25.0,47.12840074852454,36.0,30.0,42.0,166.0
M,CASANARE,Secundaria (Bachillerato) completa,Ninguno,Sin Estrato,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,38.0,47.12840074852454,27.0,42.0,26.0,166.0
F,CORDOBA,Primaria completa,Secundaria (Bachillerato) completa,Sin Estrato,9 o más,Si,No,26 A 100 LIBROS,Menos de 10 horas,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,28.0,47.12840074852454,46.0,35.0,24.0,166.0
F,CORDOBA,Primaria incompleta,Secundaria (Bachillerato) incompleta,Sin Estrato,3 a 4,No,No,26 A 100 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,35.0,38.0,34.0,41.0,31.0,177.0
M,VAUPES,Ninguno,Ninguno,Estrato 1,9 o más,No,No,0 A 10 LIBROS,Más de 30 horas,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,30.0,47.0,36.0,34.0,38.0,177.0
F,CASANARE,Primaria incompleta,Secundaria (Bachillerato) incompleta,Sin Estrato,3 a 4,No,No,0 A 10 LIBROS,Entre 11 y 20 horas,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,29.0,33.0,40.0,37.0,37.0,178.0
M,GUAINIA,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,36.0,45.0,34.0,39.0,31.0,179.0
F,SUCRE,Ninguno,Ninguno,Estrato 1,5 a 6,No,No,11 A 25 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,30.0,35.0,33.0,54.0,26.0,178.0
M,CORDOBA,Primaria completa,Primaria incompleta,Estrato 1,7 a 8,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,37.0,40.0,39.0,31.0,34.0,178.0
M,CORDOBA,Ninguno,Primaria incompleta,Estrato 1,7 a 8,No,No,11 A 25 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,34.0,37.0,42.0,43.0,23.0,178.0
F,NARIÑO,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,37.0,39.0,35.0,38.0,32.0,179.0
M,CAUCA,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,COMPLETA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,28.0,32.0,41.0,37.0,39.0,180.0
F,CAUCA,Primaria completa,Educación profesional incompleta,Estrato 2,7 a 8,Si,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,COMPLETA,MIXTO,OFICIAL,TÉCNICO,RURAL,32.0,38.0,37.0,43.0,31.0,180.0
M,CHOCO,Primaria completa,Primaria incompleta,Estrato 3,5 a 6,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,23.0,47.12840074852454,43.0,37.0,31.0,168.0
F,CAUCA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,COMPLETA,MIXTO,OFICIAL,NO APLICA,RURAL,29.0,47.12840074852454,36.0,42.0,27.0,168.0
M,CAUCA,Ninguno,Ninguno,Sin Estrato,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,21.0,47.12840074852454,39.0,37.0,37.0,168.0
F,AMAZONAS,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 4,7 a 8,Si,No,0 A 10 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,COMPLETA,MIXTO,OFICIAL,TÉCNICO,RURAL,33.0,36.0,32.0,44.0,35.0,180.0
F,AMAZONAS,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 6,3 a 4,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,29.0,47.12840074852454,38.0,36.0,31.0,168.0
M,CORDOBA,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Si,No,26 A 100 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,38.0,33.0,32.0,37.0,38.0,180.0
F,CORDOBA,Primaria incompleta,Primaria incompleta,Estrato 1,7 a 8,No,No,11 A 25 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,36.0,41.0,39.0,36.0,31.0,180.0
F,CORDOBA,Primaria incompleta,Primaria incompleta,Estrato 3,1 a 2,No,No,11 A 25 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,32.0,39.0,41.0,40.0,30.0,180.0
F,AMAZONAS,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,NOCHE,MIXTO,OFICIAL,ACADÉMICO,RURAL,38.0,34.0,37.0,40.0,29.0,179.0
F,CORDOBA,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 1,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,39.0,35.0,35.0,40.0,30.0,180.0
F,AMAZONAS,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,7 a 8,No,No,26 A 100 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,ACADÉMICO,URBANO,40.0,42.0,34.0,35.0,33.0,180.0
F,CORDOBA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,35.0,37.0,35.0,41.0,32.0,179.0
M,VALLE,Técnica o tecnológica incompleta,Técnica o tecnológica incompleta,Estrato 3,7 a 8,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,SABATINA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,29.0,34.0,39.0,26.0,28.0,154.0
M,CHOCO,Educación profesional completa,Técnica o tecnológica completa,Sin Estrato,5 a 6,No,No,26 A 100 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,21.0,33.0,30.0,35.0,35.0,152.0
M,CHOCO,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,9 o más,Si,No,MÁS DE 100 LIBROS,Entre 21 y 30 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,31.0,38.0,31.0,34.0,24.0,153.0
F,CAUCA,Primaria incompleta,Primaria incompleta,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,30.0,32.0,31.0,30.0,30.0,152.0
M,LA GUAJIRA,Ninguno,Primaria incompleta,Estrato 3,9 o más,Si,Si,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,23.0,47.12840074852454,37.0,29.0,28.0,146.0
M,RISARALDA,Ninguno,Primaria incompleta,Sin Estrato,1 a 2,Si,Si,MÁS DE 100 LIBROS,Entre 21 y 30 horas,3 a 5 veces por semana,Todos o casi todos los días,SABATINA,MIXTO,OFICIAL,ACADÉMICO,RURAL,26.0,47.12840074852454,37.0,28.0,25.0,145.0
M,CORDOBA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,NO APLICA,RURAL,28.0,42.0,32.0,32.0,25.0,151.0
F,CORDOBA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,ACADÉMICO,RURAL,27.0,32.0,32.0,29.0,33.0,152.0
M,CESAR,Primaria completa,Primaria completa,Sin Estrato,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,25.0,35.0,35.0,32.0,28.0,152.0
M,CORDOBA,Educación profesional completa,Técnica o tecnológica completa,Sin Estrato,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,27.0,38.0,31.0,33.0,29.0,153.0
F,GUAINIA,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,27.0,47.12840074852454,38.0,35.0,35.0,169.0
M,LA GUAJIRA,Educación profesional completa,Ninguno,Sin Estrato,9 o más,No,No,0 A 10 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,27.0,47.12840074852454,40.0,34.0,34.0,169.0
M,SUCRE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,No,No,11 A 25 LIBROS,Menos de 10 horas,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,NO APLICA,RURAL,52.0,34.0,26.0,35.0,32.0,180.0
M,CORDOBA,Primaria incompleta,Primaria completa,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,URBANO,32.0,32.0,44.0,40.0,30.0,181.0
M,CAUCA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,No,11 A 25 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,3 a 5 veces por semana,COMPLETA,MIXTO,OFICIAL,TÉCNICO,RURAL,35.0,31.0,37.0,33.0,41.0,180.0
M,CAUCA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Sin Estrato,5 a 6,No,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,40.0,32.0,40.0,40.0,26.0,181.0
F,CAUCA,Educación profesional completa,Secundaria (Bachillerato) incompleta,Estrato 3,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,42.0,37.0,39.0,34.0,29.0,180.0
F,CAUCA,Primaria completa,Primaria incompleta,Estrato 1,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,38.0,38.0,37.0,39.0,31.0,182.0
M,CAUCA,Técnica o tecnológica incompleta,Primaria incompleta,Estrato 2,3 a 4,Si,No,26 A 100 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,COMPLETA,MIXTO,OFICIAL,TÉCNICO,RURAL,35.0,32.0,33.0,44.0,35.0,182.0
F,CAUCA,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,COMPLETA,MIXTO,OFICIAL,TÉCNICO,RURAL,35.0,39.0,38.0,38.0,33.0,181.0
M,VALLE,Ninguno,Primaria incompleta,Estrato 5,3 a 4,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,38.0,34.0,35.0,39.0,34.0,182.0
F,GUAVIARE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,31.0,40.0,39.0,45.0,29.0,182.0
F,SUCRE,Primaria incompleta,Ninguno,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,34.0,44.0,39.0,37.0,33.0,182.0
F,ANTIOQUIA,Secundaria (Bachillerato) completa,Ninguno,Estrato 3,5 a 6,No,No,11 A 25 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,Todos o casi todos los días,COMPLETA,MIXTO,OFICIAL,ACADÉMICO,RURAL,36.0,38.0,37.0,34.0,38.0,182.0
M,CORDOBA,Ninguno,Ninguno,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,NO APLICA,RURAL,34.0,37.0,35.0,43.0,33.0,182.0
F,AMAZONAS,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,7 a 8,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,23.0,42.0,33.0,47.0,40.0,181.0
M,CAUCA,Primaria incompleta,Primaria incompleta,Estrato 2,3 a 4,No,No,11 A 25 LIBROS,Entre 11 y 20 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,COMPLETA,MIXTO,OFICIAL,TÉCNICO,RURAL,31.0,46.0,46.0,36.0,29.0,182.0
F,CAUCA,Primaria incompleta,Primaria incompleta,Estrato 2,9 o más,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,36.0,32.0,39.0,40.0,33.0,183.0
F,PUTUMAYO,Técnica o tecnológica completa,Primaria incompleta,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,38.0,47.12840074852454,37.0,34.0,27.0,170.0
M,SUCRE,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 1,7 a 8,No,No,MÁS DE 100 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,37.0,31.0,36.0,41.0,34.0,183.0
F,ATLANTICO,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,34.0,43.0,42.0,41.0,27.0,183.0
M,CORDOBA,Primaria incompleta,Secundaria (Bachillerato) incompleta,Sin Estrato,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,30.0,33.0,37.0,41.0,39.0,182.0
M,CESAR,Educación profesional completa,Primaria completa,Sin Estrato,3 a 4,Si,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,35.0,32.0,44.0,41.0,28.0,183.0
F,CORDOBA,Ninguno,Primaria completa,Estrato 2,1 a 2,No,No,26 A 100 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,34.0,32.0,41.0,43.0,30.0,183.0
M,CAUCA,Secundaria (Bachillerato) completa,Primaria incompleta,Sin Estrato,5 a 6,No,No,0 A 10 LIBROS,Entre 21 y 30 horas,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,39.0,39.0,34.0,35.0,38.0,183.0
M,ANTIOQUIA,Primaria incompleta,Primaria incompleta,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,COMPLETA,MIXTO,OFICIAL,NO APLICA,RURAL,34.0,47.12840074852454,38.0,35.0,30.0,171.0
M,ANTIOQUIA,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,1 a 2,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,36.0,37.0,38.0,38.0,35.0,184.0
M,AMAZONAS,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 4,5 a 6,No,No,MÁS DE 100 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,32.0,47.12840074852454,36.0,32.0,37.0,171.0
M,LA GUAJIRA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,36.0,39.0,35.0,40.0,35.0,183.0
F,PUTUMAYO,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 4,5 a 6,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,NO APLICA,RURAL,36.0,42.0,37.0,39.0,33.0,183.0
M,PUTUMAYO,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Entre 11 y 20 horas,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,35.0,43.0,41.0,43.0,26.0,184.0
F,CAUCA,Primaria completa,Primaria incompleta,Sin Estrato,5 a 6,No,No,26 A 100 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,35.0,36.0,44.0,34.0,34.0,183.0
M,VAUPES,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,35.0,30.0,44.0,39.0,31.0,183.0
M,LA GUAJIRA,Primaria incompleta,Técnica o tecnológica completa,Sin Estrato,9 o más,No,No,MÁS DE 100 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,35.0,47.12840074852454,27.0,42.0,34.0,172.0
F,CORDOBA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,31.0,36.0,45.0,35.0,37.0,185.0
F,CORDOBA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,36.0,36.0,38.0,41.0,33.0,185.0
F,CORDOBA,Primaria incompleta,Primaria completa,Sin Estrato,5 a 6,No,No,11 A 25 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,37.0,34.0,37.0,33.0,42.0,185.0
F,CORDOBA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,37.0,38.0,39.0,28.0,43.0,184.0
M,AMAZONAS,Primaria incompleta,Primaria completa,Sin Estrato,5 a 6,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,3 a 5 veces por semana,COMPLETA,MIXTO,OFICIAL,ACADÉMICO,RURAL,37.0,37.0,38.0,45.0,28.0,185.0
M,CAUCA,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 6,7 a 8,No,No,11 A 25 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,COMPLETA,MIXTO,OFICIAL,TÉCNICO,RURAL,41.0,33.0,38.0,35.0,35.0,185.0
M,CAUCA,Ninguno,Técnica o tecnológica incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Nunca o rara vez comemos eso,COMPLETA,MIXTO,OFICIAL,ACADÉMICO,RURAL,35.0,36.0,34.0,38.0,41.0,185.0
M,PUTUMAYO,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,30.0,42.0,41.0,44.0,31.0,185.0
F,VALLE,Primaria completa,Primaria completa,Estrato 4,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,COMPLETA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,37.0,41.0,40.0,35.0,34.0,184.0
F,CAUCA,No Aplica,Secundaria (Bachillerato) completa,Sin Estrato,5 a 6,No,No,11 A 25 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO,RURAL,35.0,40.0,34.0,37.0,41.0,185.0
M,VAUPES,Educación profesional completa,Secundaria (Bachillerato) incompleta,Estrato 1,7 a 8,No,No,26 A 100 LIBROS,0,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,37.0,47.12840074852454,37.0,34.0,30.0,172.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,NOCHE,MIXTO,OFICIAL,ACADÉMICO,RURAL,36.0,47.12840074852454,36.0,30.0,36.0,172.0
F,CAUCA,Primaria incompleta,Primaria incompleta,Estrato 1,9 o más,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,3 a 5 veces por semana,COMPLETA,MIXTO,OFICIAL,NO APLICA,RURAL,41.0,47.12840074852454,38.0,30.0,29.0,172.0
M,MAGDALENA,Primaria completa,Secundaria (Bachillerato) completa,Sin Estrato,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,NO APLICA,RURAL,29.0,47.12840074852454,41.0,42.0,26.0,172.0
M,MAGDALENA,Primaria incompleta,Ninguno,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO,RURAL,31.0,47.12840074852454,33.0,43.0,31.0,172.0
M,CHOCO,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 6,7 a 8,Si,No,0 A 10 LIBROS,Menos de 10 horas,Todos o casi todos los días,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,39.0,34.0,40.0,35.0,35.0,185.0
M,CAUCA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Entre 21 y 30 horas,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,35.0,47.12840074852454,36.0,32.0,35.0,172.0
M,CAUCA,Primaria incompleta,Primaria completa,Estrato 2,5 a 6,No,No,11 A 25 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,35.0,40.0,37.0,46.0,30.0,186.0
